nim,tgl_lahir,ipk,sks,bobot,ta,lama_studi,tgl_yudisium
D22.2020.03069,2002-12-09,3.58,116,0.0,0,3.1,2023-10-16
D22.2020.03070,2001-03-13,3.48,116,0.0,0,3.1,2023-10-16
D22.2020.03071,2001-10-27,3.2,116,0.0,0,3.1,2023-10-16
D22.2020.03072,2000-08-19,3.15,116,0.0,0,3.1,2023-10-16
D22.2020.03075,2002-02-06,3.44,116,0.0,0,3.1,2023-10-16
D22.2020.03078,2003-04-14,3.3,116,0.0,0,3.1,2023-10-16
D22.2020.03079,2002-02-26,3.4,116,0.0,0,3.1,2023-10-16
D22.2020.03080,2001-05-06,3.59,116,0.0,0,3.1,2023-10-16
D22.2020.03081,2001-12-03,3.25,116,0.0,0,3.1,2023-10-16
D22.2020.03083,2002-01-28,3.62,116,0.0,0,3.1,2023-10-16
D22.2020.03084,2002-07-04,3.69,116,0.0,0,3.1,2023-10-16
D22.2020.03086,2003-02-08,3.45,116,0.0,0,3.1,2023-10-16
D22.2020.03087,2001-09-10,3.24,116,0.0,0,3.1,2023-10-16
D22.2020.03088,2001-11-03,3.6,116,0.0,0,3.1,2023-10-16
D22.2020.03090,2002-07-29,3.55,116,0.0,0,3.1,2023-10-16
D22.2020.03091,2002-01-03,3.77,116,0.0,0,3.1,2023-10-16
D22.2020.03092,2001-06-16,3.59,116,0.0,0,3.1,2023-10-16
D22.2020.03093,2001-11-15,3.27,116,0.0,0,3.1,2023-10-16
D22.2020.03095,2002-09-30,3.35,116,0.0,0,3.1,2023-10-16
D22.2020.03096,2001-12-22,3.34,116,0.0,0,3.1,2023-10-16
D22.2020.03097,2002-03-09,3.63,116,0.0,0,3.1,2023-10-16
D22.2020.03098,2001-08-14,3.6,116,0.0,0,3.1,2023-10-16
D22.2020.03099,2002-04-30,3.71,116,0.0,0,3.1,2023-10-16
D22.2020.03100,2002-05-03,3.33,116,0.0,0,3.1,2023-10-16
D22.2020.03101,2002-06-06,3.41,116,0.0,0,3.1,2023-10-16
D22.2020.03103,2002-09-21,3.59,116,0.0,0,3.1,2023-10-16
D22.2020.03105,2002-05-21,3.4,116,0.0,0,3.1,2023-10-16
D22.2020.03106,2002-03-26,3.38,116,0.0,0,3.1,2023-10-16
D22.2020.03107,2001-10-21,3.77,116,0.0,0,3.1,2023-10-16
D22.2020.03110,2001-01-13,3.58,116,0.0,0,3.1,2023-10-16
D22.2020.03111,2002-01-08,3.59,116,0.0,0,3.1,2023-10-16
D22.2020.03112,2001-11-28,3.45,116,0.0,0,3.1,2023-10-16
D22.2020.03113,2001-03-05,3.24,116,0.0,0,3.1,2023-10-16
D22.2020.03114,2002-06-22,3.75,116,0.0,0,3.1,2023-10-16
D22.2020.03115,2002-09-20,3.41,116,0.0,0,3.1,2023-10-16
D22.2020.03116,2000-11-03,3.79,116,0.0,0,3.1,2023-10-16
D22.2020.03118,2002-07-11,3.39,116,0.0,0,3.1,2023-10-16
D22.2020.03120,2001-04-04,3.19,116,0.0,0,3.1,2023-10-16
D22.2020.03121,2002-12-01,3.41,116,0.0,0,3.1,2023-10-16
D22.2020.03122,2002-02-16,3.41,116,0.0,0,3.1,2023-10-16
D22.2020.03123,2002-02-11,3.34,116,0.0,0,3.1,2023-10-16
D22.2020.03124,2001-10-12,3.28,116,0.0,0,3.1,2023-10-16
D22.2020.03126,2002-04-20,3.51,116,0.0,0,3.1,2023-10-16
D22.2020.03127,2001-03-26,3.47,116,0.0,0,3.1,2023-10-16
D22.2020.03128,2002-06-25,3.7,116,0.0,0,3.1,2023-10-16
D22.2020.03129,2001-05-29,3.55,116,0.0,0,3.1,2023-10-16
D22.2020.03130,2002-03-02,3.16,116,0.0,0,3.1,2023-10-16
D22.2020.03132,2001-08-08,3.22,116,0.0,0,3.1,2023-10-16
D22.2020.03133,2002-05-13,3.56,116,0.0,0,3.1,2023-10-16
D22.2020.03134,2001-11-18,3.65,116,0.0,0,3.1,2023-10-16
D22.2020.03135,2002-08-14,3.52,116,0.0,0,3.1,2023-10-16
D22.2020.03136,2002-04-23,3.7,116,0.0,0,3.1,2023-10-16
D22.2020.03137,2001-11-12,3.22,116,0.0,0,3.1,2023-10-16
D22.2020.03138,2001-10-10,3.33,116,0.0,0,3.1,2023-10-16
D22.2020.03140,2001-12-23,3.61,116,0.0,0,3.1,2023-10-16
D22.2020.03141,2002-09-26,3.34,116,0.0,0,3.1,2023-10-16
D22.2020.03142,2002-01-19,3.43,116,0.0,0,3.1,2023-10-16
D22.2020.03144,2002-04-24,3.23,116,0.0,0,3.1,2023-10-16
D22.2020.03145,2001-01-27,3.5,116,0.0,0,3.1,2023-10-16
D22.2020.03146,2001-11-07,3.74,116,0.0,0,3.1,2023-10-16
D22.2020.03147,2002-11-04,3.71,116,0.0,0,3.1,2023-10-16
D22.2020.03148,2001-05-16,3.71,116,0.0,0,3.1,2023-10-16
D22.2020.03149,2002-03-15,3.74,116,0.0,0,3.1,2023-10-16
D22.2020.03150,2002-04-01,3.73,116,0.0,0,3.1,2023-10-16
D22.2020.03151,2001-08-10,3.57,116,0.0,0,3.1,2023-10-16
D22.2020.03152,2002-07-10,3.4,116,0.0,0,3.1,2023-10-16
D22.2020.03153,2002-03-19,3.81,116,0.0,0,3.1,2023-10-16
D22.2020.03154,2002-11-24,3.63,116,0.0,0,3.1,2023-10-16
D22.2020.03156,2002-03-17,3.61,116,0.0,0,3.1,2023-10-16
D22.2020.03158,2003-01-06,3.36,116,0.0,0,3.1,2023-10-16
D22.2020.03159,2001-11-25,3.83,116,0.0,0,3.1,2023-10-16
D22.2020.03161,2001-03-28,3.18,116,0.0,0,3.1,2023-10-16
D22.2020.03162,2003-07-14,3.31,116,0.0,0,3.1,2023-10-16
D22.2020.03163,2002-07-07,3.6,116,0.0,0,3.1,2023-10-16
D22.2020.03166,2002-01-08,3.37,116,0.0,0,3.1,2023-10-16
D22.2020.03167,2002-03-13,3.29,116,0.0,0,3.1,2023-10-16
D22.2020.03168,2002-04-25,3.32,116,0.0,0,3.1,2023-10-16
D22.2020.03169,2002-12-18,3.8,116,0.0,0,3.1,2023-10-16
D22.2020.03171,2002-11-26,3.91,116,0.0,0,3.1,2023-10-16
D22.2020.03172,2002-10-24,3.69,116,0.0,0,3.1,2023-10-16
D22.2020.03173,2002-09-19,3.51,116,0.0,0,3.1,2023-10-16
D22.2020.03174,2002-10-16,3.38,116,0.0,0,3.1,2023-10-16
D22.2020.03175,2002-01-18,3.31,116,0.0,0,3.1,2023-10-16
D22.2020.03177,2002-08-21,3.9,116,0.0,0,3.1,2023-10-16
D22.2020.03179,2001-12-30,3.22,116,0.0,0,3.1,2023-10-16
D22.2020.03182,2002-02-09,3.43,116,0.0,0,3.1,2023-10-16
C11.2017.01828,1999-07-23,3.23,146,0.0,20231,6.1,2023-10-17
C11.2019.02108,2000-12-28,3.14,146,0.0,20231,4.1,2023-10-17
C12.2021.01016,1999-05-26,3.82,147,0.0,20231,2.1,2023-10-17
E12.2019.01362,2001-10-27,3.09,148,0.0,20231,4.1,2023-10-18
E12.2019.01366,2001-01-29,3.21,146,0.0,20231,4.1,2023-10-18
E12.2019.01385,2000-10-13,3.2,146,0.0,20231,4.1,2023-10-18
E12.2019.01393,2001-05-13,3.08,146,0.0,20231,4.1,2023-10-18
B12.2017.03355,1999-07-15,3.05,149,0.0,20231,6.1,2023-10-20
A14.2017.02781,1997-05-09,3.04,145,0.0,20231,6.1,2023-10-20
A14.2017.02791,1998-11-27,2.63,147,0.0,20231,6.1,2023-10-20
A14.2018.03005,2000-08-29,3.02,145,0.0,20231,5.1,2023-10-20
E11.2019.01036,2001-06-17,2.97,144,0.0,20222,4.1,2023-10-10
P41.2019.00021,1981-11-19,3.84,48,0.0,20231,4.1,2023-10-20
E13.2019.00090,2001-05-08,3.01,147,0.0,20222,4.1,2023-10-10
P31.2020.02323,1998-02-21,3.29,42,0.0,20231,3.1,2023-10-20
P31.2020.02324,1999-04-29,3.46,42,0.0,20231,3.1,2023-10-20
P31.2020.02366,1987-02-26,3.68,42,0.0,20231,3.1,2023-10-20
P31.2021.02440,1999-12-15,3.46,42,0.0,20231,1.6,2023-10-20
A12.2019.06144,2000-10-03,3.19,144,0.0,20231,4.1,2023-10-20
A12.2019.06159,2001-03-29,3.4,144,0.0,20231,4.1,2023-10-20
A12.2019.06222,2001-06-26,3.31,144,0.0,20231,4.1,2023-10-20
A12.2019.06292,2001-07-24,3.54,144,0.0,20231,4.1,2023-10-20
B12.2017.03387,1999-08-11,3.05,149,0.0,20231,6.1,2023-10-20
B12.2017.03416,1998-11-16,3.5,149,0.0,20231,6.1,2023-10-20
B12.2017.03417,1999-06-09,3.52,149,0.0,20231,6.1,2023-10-20
B12.2017.03420,1999-10-15,2.99,146,0.0,20231,6.1,2023-10-20
B12.2017.03583,1999-07-08,3.38,149,0.0,20231,6.1,2023-10-20
B12.2017.03617,1999-07-18,2.99,147,0.0,20231,6.1,2023-10-20
B12.2017.03618,1999-08-25,3.22,152,0.0,20231,6.1,2023-10-20
B12.2017.03625,1999-01-31,3.03,146,0.0,20231,6.1,2023-10-20
B12.2018.03845,2000-10-31,3.39,146,0.0,20231,5.1,2023-10-20
B12.2018.03926,2000-04-02,3.34,148,0.0,20231,5.1,2023-10-20
B12.2019.03956,2001-07-13,3.42,146,0.0,20231,4.1,2023-10-20
B12.2019.03965,2001-05-23,3.35,146,0.0,20231,4.1,2023-10-20
B12.2019.03968,2000-12-09,3.47,146,0.0,20231,4.1,2023-10-20
B12.2019.04014,2002-01-11,3.4,146,0.0,20231,4.1,2023-10-20
B12.2019.04015,2001-02-22,3.28,146,0.0,20231,4.1,2023-10-20
B12.2019.04044,2001-03-10,3.52,146,0.0,20231,4.1,2023-10-20
B12.2019.04082,2001-01-15,3.56,146,0.0,20231,4.1,2023-10-20
B12.2019.04102,2002-05-09,3.42,146,0.0,20231,4.1,2023-10-20
B12.2019.04105,2002-01-23,3.49,146,0.0,20231,4.1,2023-10-20
B12.2019.04108,2001-06-11,3.62,146,0.0,20231,4.1,2023-10-20
B12.2019.04119,2000-02-10,3.26,146,0.0,20231,4.1,2023-10-20
B12.2020.04278,1998-02-16,3.39,146,0.0,20231,3.1,2023-10-20
B11.2017.04391,1998-12-02,2.93,147,0.0,20231,6.1,2023-10-20
B11.2017.04564,1998-07-17,2.82,145,0.0,20231,6.1,2023-10-20
B11.2018.04882,2000-03-14,3.43,147,0.0,20231,5.1,2023-10-20
B11.2018.04931,2000-07-25,3.14,147,0.0,20231,5.1,2023-10-20
B11.2018.05094,2000-07-08,3.18,147,0.0,20231,5.1,2023-10-20
B11.2018.05144,2000-11-13,3.09,147,0.0,20231,5.1,2023-10-20
B11.2018.05147,2000-07-10,3.19,147,0.0,20231,5.1,2023-10-20
B11.2018.05161,2000-07-27,3.13,147,0.0,20231,5.1,2023-10-20
B11.2018.05197,1999-11-12,3.31,147,0.0,20231,5.1,2023-10-20
B11.2018.05460,1999-12-11,3.26,147,0.0,20231,5.1,2023-10-20
B11.2018.05477,1999-04-20,3.51,147,0.0,20231,5.1,2023-10-20
B11.2018.05515,2000-07-19,3.07,147,0.0,20231,5.1,2023-10-20
B11.2019.05576,2001-04-10,3.38,147,0.0,20231,4.1,2023-10-20
B11.2019.05584,2000-11-26,3.23,147,0.0,20231,4.1,2023-10-20
B11.2019.05591,2001-06-30,3.47,147,0.0,20231,4.1,2023-10-20
B11.2019.05623,2001-01-17,3.36,147,0.0,20231,4.1,2023-10-20
B11.2019.05624,2001-02-20,3.21,147,0.0,20231,4.1,2023-10-20
B11.2019.05625,2000-11-15,3.58,147,0.0,20231,4.1,2023-10-20
B11.2019.05643,1998-02-05,3.28,147,0.0,20231,4.1,2023-10-20
B11.2019.05684,2001-03-30,3.52,147,0.0,20231,4.1,2023-10-20
B11.2019.05718,2001-08-31,3.45,147,0.0,20231,4.1,2023-10-20
B11.2019.05729,2001-04-11,3.58,147,0.0,20231,4.1,2023-10-20
B11.2019.05749,2001-11-02,3.37,147,0.0,20231,4.1,2023-10-20
B11.2019.05770,2001-12-18,3.22,147,0.0,20231,4.1,2023-10-20
B11.2019.05818,2001-11-17,2.98,147,0.0,20231,4.1,2023-10-20
B11.2019.05824,2001-05-01,3.38,147,0.0,20231,4.1,2023-10-20
B11.2019.05832,2001-09-17,3.53,147,0.0,20231,4.1,2023-10-20
B11.2019.05855,2000-01-11,3.4,147,0.0,20231,4.1,2023-10-20
B11.2019.05858,2001-01-18,3.11,147,0.0,20231,4.1,2023-10-20
B11.2019.05897,2001-05-07,3.32,147,0.0,20231,4.1,2023-10-20
B11.2019.05904,2000-11-28,3.3,147,0.0,20231,4.1,2023-10-20
B11.2019.05916,2001-10-22,3.7,147,0.0,20231,4.1,2023-10-20
B11.2019.05931,2000-10-30,3.15,147,0.0,20231,4.1,2023-10-20
B11.2019.05935,2001-07-13,3.3,147,0.0,20231,4.1,2023-10-20
B11.2019.05956,2000-11-01,3.36,147,0.0,20231,4.1,2023-10-20
B11.2019.05963,2000-10-01,3.49,147,0.0,20231,4.1,2023-10-20
B11.2019.05964,2000-12-17,3.32,147,0.0,20231,4.1,2023-10-20
B11.2019.05966,1999-03-09,3.34,147,0.0,20231,4.1,2023-10-20
B11.2019.05969,2000-08-15,3.14,147,0.0,20231,4.1,2023-10-20
B11.2019.05978,2000-07-06,3.32,147,0.0,20231,4.1,2023-10-20
B11.2019.06005,2000-08-02,3.54,147,0.0,20231,4.1,2023-10-20
B11.2019.06032,2000-05-22,3.64,147,0.0,20231,4.1,2023-10-20
B11.2019.06054,2000-09-22,3.4,147,0.0,20231,4.1,2023-10-20
B11.2019.06056,2001-04-16,3.32,147,0.0,20231,4.1,2023-10-20
B11.2019.06057,2001-04-25,3.47,147,0.0,20231,4.1,2023-10-20
B11.2019.06058,1999-09-28,3.67,147,0.0,20231,4.1,2023-10-20
B11.2019.06062,2001-05-08,3.39,147,0.0,20231,4.1,2023-10-20
B11.2019.06069,2000-06-22,3.7,147,0.0,20231,4.1,2023-10-20
B11.2019.06111,1999-01-23,3.21,147,0.0,20231,4.1,2023-10-20
B11.2019.06150,2001-05-12,3.16,147,0.0,20231,4.1,2023-10-20
B11.2019.06157,2000-10-26,3.18,147,0.0,20231,4.1,2023-10-20
B11.2019.06178,2001-08-10,3.19,147,0.0,20231,4.1,2023-10-20
B11.2019.06184,2001-04-16,3.32,147,0.0,20231,4.1,2023-10-20
B11.2019.06197,2000-10-22,3.44,147,0.0,20231,4.1,2023-10-20
B11.2019.06215,1999-05-19,3.27,147,0.0,20231,4.1,2023-10-20
B11.2021.07416,2000-01-30,3.73,147,0.0,20231,2.1,2023-10-20
A15.2016.00617,1998-07-26,3.17,145,0.0,20231,7.1,2023-10-20
P32.2020.00708,1996-01-13,3.71,42,0.0,20231,3.1,2023-10-20
P32.2020.00711,1980-01-31,3.64,42,0.0,20231,3.1,2023-10-20
P32.2020.00713,1979-01-02,3.79,42,0.0,20231,3.1,2023-10-20
P32.2020.00716,1978-02-16,3.39,42,0.0,20231,3.1,2023-10-20
P32.2020.00717,1981-01-26,3.46,42,0.0,20231,3.1,2023-10-20
P32.2020.00718,1981-04-03,3.57,42,0.0,20231,3.1,2023-10-20
P32.2020.00722,1980-12-20,3.68,42,0.0,20231,3.1,2023-10-20
P32.2020.00723,1986-12-10,3.79,42,0.0,20231,3.1,2023-10-20
P32.2020.00725,1986-03-28,3.57,42,0.0,20231,3.1,2023-10-20
P32.2020.00729,1989-05-12,3.54,42,0.0,20231,3.1,2023-10-20
P32.2020.00732,1981-10-03,3.61,42,0.0,20231,3.1,2023-10-20
P32.2020.00733,1981-05-26,3.54,42,0.0,20231,3.1,2023-10-20
P32.2020.00748,1991-05-18,3.79,42,0.0,20231,3.1,2023-10-20
P32.2020.00758,1989-12-04,3.86,42,0.0,20231,3.1,2023-10-20
P32.2020.00766,1979-08-31,3.86,42,0.0,20231,3.1,2023-10-20
P32.2021.00777,1998-07-24,3.75,42,0.0,20231,2.2,2023-10-20
P32.2021.00782,1999-09-27,3.61,42,0.0,20231,2.2,2023-10-20
P32.2021.00787,1973-11-30,3.46,42,0.0,20231,2.2,2023-10-20
P32.2021.00796,1999-06-09,3.64,42,0.0,20231,2.2,2023-10-20
P32.2021.00797,2000-01-11,3.71,42,0.0,20231,2.2,2023-10-20
B12.2018.03875,2000-09-19,3.78,146,0.0,20231,5.1,2023-10-20
P32.2020.00721,1978-07-27,3.21,42,0.0,20231,3.1,2023-10-20
D22.2018.02425,2001-03-23,2.76,118,0.0,0,5.1,2023-10-23
D22.2018.02504,2000-10-08,3.62,114,0.0,0,5.1,2023-10-23
D22.2020.02974,2002-03-20,3.16,116,0.0,0,3.1,2023-10-23
D22.2020.03076,2002-07-06,3.47,116,0.0,0,3.1,2023-10-23
D22.2020.03164,2002-04-23,3.38,116,0.0,0,3.1,2023-10-23
D22.2020.03181,2001-09-28,3.16,116,0.0,0,3.1,2023-10-23
D11.2016.02176,1994-02-01,3.52,146,0.0,20231,0.0,2024-01-15
D11.2016.02275,1988-03-03,3.41,146,0.0,20231,0.0,2024-01-15
D11.2017.02456,1992-04-21,3.61,148,0.0,20231,0.0,2024-01-15
D11.2018.02568,1998-11-24,3.19,144,0.0,20231,0.0,2024-01-15
D11.2018.02571,2000-08-03,3.28,144,0.0,20231,0.0,2024-01-15
D11.2018.02626,2000-10-26,3.71,144,0.0,20231,0.0,2024-01-15
D11.2018.02663,2000-01-24,3.5,144,0.0,20231,0.0,2024-01-15
D11.2019.02888,2001-04-25,3.24,144,0.0,20231,0.0,2024-01-15
D11.2021.03369,1979-01-30,2.95,145,0.0,20231,0.0,2024-01-15
D11.2021.03405,1999-09-19,3.57,145,0.0,20231,0.0,2024-01-15
D12.2017.00037,1999-07-25,2.79,152,0.0,20231,0.0,2024-01-15
D22.2018.02308,2000-06-27,3.02,118,0.0,20231,0.0,2024-01-15
D22.2019.02778,2000-08-31,2.84,116,0.0,20231,0.0,2024-01-15
D22.2020.02949,2001-12-05,3.09,116,0.0,20231,0.0,2024-01-15
D22.2020.02957,2002-07-01,2.92,116,0.0,20231,0.0,2024-01-15
D22.2020.02968,2002-04-13,3.03,120,0.0,20231,0.0,2024-01-15
D22.2020.02995,2001-11-21,3.06,116,0.0,20231,0.0,2024-01-15
D22.2020.03025,2001-05-04,2.97,116,0.0,20231,0.0,2024-01-15
D22.2020.03038,2001-12-05,3.08,116,0.0,20231,0.0,2024-01-15
D22.2020.03044,2002-03-26,3.04,116,0.0,20231,0.0,2024-01-15
D22.2020.03050,2002-06-14,3.43,116,0.0,20231,0.0,2024-01-15
D22.2020.03104,2001-11-04,2.91,120,0.0,20231,0.0,2024-01-15
D22.2020.03125,2001-08-20,2.98,116,0.0,20231,0.0,2024-01-15
D11.2021.03407,1991-04-08,3.36,143,0.0,20231,0.0,2024-01-15
B11.2017.04615,1999-09-25,3.17,147,0.0,20231,0.0,2023-12-18
B11.2017.04756,1998-09-13,3.58,147,0.0,20231,0.0,2023-12-18
B11.2018.05087,2000-09-25,3.21,147,0.0,20231,0.0,2023-12-18
B11.2018.05149,2001-01-06,3.57,147,0.0,20231,0.0,2023-12-18
B11.2018.05163,2000-05-08,3.0,147,0.0,20231,0.0,2023-12-18
B11.2018.05318,2000-04-08,3.13,147,0.0,20231,0.0,2023-12-18
B11.2018.05459,2000-01-24,3.06,147,0.0,20231,0.0,2023-12-18
B11.2019.05546,2001-04-15,3.1,147,0.0,20231,0.0,2023-12-18
B11.2019.05554,2001-01-19,3.21,147,0.0,20231,0.0,2023-12-18
B11.2019.05583,2001-01-13,3.63,147,0.0,20231,0.0,2023-12-18
B11.2019.05614,2000-10-08,3.31,147,0.0,20231,0.0,2023-12-18
B11.2019.05631,2000-12-03,3.23,147,0.0,20231,0.0,2023-12-18
B11.2019.05672,1999-10-04,3.45,147,0.0,20231,0.0,2023-12-18
B11.2019.05731,2000-12-18,3.08,147,0.0,20231,0.0,2023-12-18
B11.2019.05772,2000-09-03,3.43,147,0.0,20231,0.0,2023-12-18
B11.2019.05781,2002-04-09,3.21,147,0.0,20231,0.0,2023-12-18
B11.2019.05795,2001-05-20,3.37,147,0.0,20231,0.0,2023-12-18
B11.2019.05859,2001-09-26,3.5,147,0.0,20231,0.0,2023-12-18
B11.2019.05861,2001-11-16,3.21,147,0.0,20231,0.0,2023-12-18
B11.2019.05881,2001-04-06,3.37,147,0.0,20231,0.0,2023-12-18
B11.2019.05907,2001-03-22,3.59,147,0.0,20231,0.0,2023-12-18
B11.2019.05928,2001-06-18,3.31,147,0.0,20231,0.0,2023-12-18
B11.2019.05993,2001-03-17,3.03,147,0.0,20231,0.0,2023-12-18
B11.2019.06080,2000-05-11,3.52,147,0.0,20231,0.0,2023-12-18
B12.2017.03494,1999-02-20,3.29,146,0.0,20231,0.0,2023-12-18
B12.2018.03931,1997-03-12,2.97,148,0.0,20231,0.0,2023-12-18
B12.2019.03946,2001-05-31,3.42,146,0.0,20231,0.0,2023-12-18
B12.2019.03949,2002-01-08,3.38,146,0.0,20231,0.0,2023-12-18
B12.2019.03957,2000-11-05,3.44,146,0.0,20231,0.0,2023-12-18
B12.2019.04069,2000-08-27,3.6,146,0.0,20231,0.0,2023-12-18
B12.2019.04089,2001-01-26,3.59,146,0.0,20231,0.0,2023-12-18
P32.2021.00813,2000-04-03,3.57,42,0.0,20231,0.0,2023-12-18
D11.2019.02966,1981-11-26,3.18,144,0.0,20231,0.0,2024-02-20
P32.2020.00756,1997-12-16,3.86,42,0.0,20231,0.0,2023-12-18
P32.2022.00832,2001-02-07,3.61,42,0.0,20231,0.0,2024-02-19
P32.2022.00828,1988-07-03,3.96,42,0.0,20231,0.0,2024-02-19
P32.2021.00819,1998-01-13,3.61,42,0.0,20231,0.0,2024-02-19
P32.2021.00807,1992-10-26,3.61,42,0.0,20231,0.0,2023-12-18
P32.2021.00806,1990-08-26,3.64,42,0.0,20231,0.0,2024-02-19
A17.2018.00077,1998-04-05,2.72,144,0.0,20231,0.0,2024-02-19
A17.2019.00093,2001-10-03,3.41,150,0.0,20231,0.0,2024-02-19
A17.2019.00095,2001-12-07,3.74,150,0.0,20231,0.0,2024-02-19
A17.2019.00100,2000-02-29,2.63,146,0.0,20231,0.0,2024-02-19
A17.2019.00102,1998-06-28,3.41,150,0.0,20231,0.0,2024-02-19
P31.2019.02275,1985-06-11,3.5,42,0.0,20231,0.0,2024-02-19
P31.2021.02433,1984-11-22,3.61,42,0.0,20231,0.0,2024-02-19
P31.2021.02434,1993-05-16,3.57,42,0.0,20231,0.0,2024-02-19
P31.2021.02446,1999-11-27,3.64,42,0.0,20231,0.0,2024-02-19
P31.2021.02462,1985-08-07,3.64,42,0.0,20231,0.0,2024-02-19
P31.2021.02471,1998-04-27,3.82,42,0.0,20231,0.0,2024-02-19
P31.2021.02476,1990-05-22,3.75,42,0.0,20231,0.0,2024-02-19
D11.2021.03313,1994-12-06,3.19,145,0.0,20231,0.0,2024-02-20
P32.2022.00837,1984-12-16,3.68,42,0.0,20231,0.0,2024-02-19
P32.2021.00817,1997-04-27,3.57,42,0.0,20231,0.0,2024-02-19
P32.2021.00815,1999-04-04,3.57,42,0.0,20231,0.0,2024-02-19
P32.2021.00805,1990-08-27,3.57,42,0.0,20231,0.0,2024-02-19
P32.2021.00800,1993-01-11,3.75,42,0.0,20231,0.0,2024-02-19
P32.2020.00702,1989-06-28,3.75,42,0.0,20231,0.0,2024-02-19
P32.2020.00737,1994-10-22,3.5,42,0.0,20231,0.0,2024-02-19
P32.2020.00738,1987-04-11,3.71,42,0.0,20231,0.0,2024-02-19
P32.2021.00788,1993-02-20,3.54,42,0.0,20231,0.0,2024-02-19
P32.2021.00799,2000-05-04,3.57,42,0.0,20231,0.0,2024-02-19
A11.2020.12788,2002-04-01,3.65,144,0.0,20231,0.0,2024-02-19
A11.2020.12779,2001-10-10,3.18,147,0.0,20231,0.0,2024-02-19
A11.2020.12722,2002-05-17,3.68,144,0.0,20231,0.0,2024-02-19
A11.2020.12716,2002-07-27,3.89,144,0.0,20231,0.0,2024-02-19
A11.2020.12701,2001-11-11,3.92,144,0.0,20231,0.0,2024-02-19
A11.2020.12699,2001-04-22,3.91,144,0.0,20231,0.0,2024-02-19
A11.2020.12661,2002-02-04,3.71,144,0.0,20231,0.0,2024-02-19
A11.2020.12649,2002-06-30,3.77,144,0.0,20231,0.0,2024-02-19
A11.2020.12636,2002-11-10,3.94,144,0.0,20231,0.0,2024-02-19
A11.2020.12629,2002-05-31,3.84,144,0.0,20231,0.0,2024-02-19
A11.2020.12622,2002-09-25,3.66,144,0.0,20231,0.0,2024-02-19
A11.2020.12575,2002-08-16,3.69,144,0.0,20231,0.0,2024-02-19
A11.2020.12544,2002-07-29,3.52,144,0.0,20231,0.0,2024-02-19
A11.2020.12541,2001-08-16,3.94,144,0.0,20231,0.0,2024-02-19
A11.2020.12538,2002-08-25,3.75,144,0.0,20231,0.0,2024-02-19
A11.2020.12536,2002-07-29,3.67,144,0.0,20231,0.0,2024-02-19
A11.2020.12535,2002-09-13,3.84,144,0.0,20231,0.0,2024-02-19
A11.2020.12522,2002-08-07,3.77,144,0.0,20231,0.0,2024-02-19
A11.2020.12515,2002-07-29,3.75,144,0.0,20231,0.0,2024-02-19
A11.2020.12481,2000-03-22,3.5,147,0.0,20231,0.0,2024-02-19
A11.2020.12465,2002-02-08,3.26,144,0.0,20231,0.0,2024-02-19
A11.2020.12460,2002-03-07,3.9,144,0.0,20231,0.0,2024-02-19
A11.2020.12458,2002-08-08,3.61,147,0.0,20231,0.0,2024-02-19
A11.2020.12447,2002-04-08,3.74,144,0.0,20231,0.0,2024-02-19
A11.2020.12445,2002-03-24,3.5,144,0.0,20231,0.0,2024-02-19
A11.2020.12439,2002-06-26,3.76,144,0.0,20231,0.0,2024-02-19
A11.2020.12436,2002-01-11,3.58,144,0.0,20231,0.0,2024-02-19
A11.2020.12434,2002-04-16,3.93,144,0.0,20231,0.0,2024-02-19
A11.2020.12410,2002-04-12,3.73,144,0.0,20231,0.0,2024-02-19
A11.2020.12409,2002-08-14,3.81,144,0.0,20231,0.0,2024-02-19
A11.2020.12408,2001-09-02,3.55,144,0.0,20231,0.0,2024-02-19
A11.2020.12407,2002-03-03,3.88,147,0.0,20231,0.0,2024-02-19
A11.2019.12289,2001-09-13,3.22,144,0.0,20231,0.0,2024-02-19
A11.2019.11963,2001-02-12,3.29,144,0.0,20231,0.0,2024-02-19
A11.2019.11902,2001-05-09,3.0,144,0.0,20231,0.0,2024-02-19
A11.2019.11893,2001-11-10,3.46,144,0.0,20231,0.0,2024-02-19
A11.2019.11883,2002-02-21,3.37,150,0.0,20231,0.0,2024-02-19
A11.2019.11859,2000-06-26,2.96,144,0.0,20231,0.0,2024-02-19
A11.2018.11402,1999-01-16,3.56,144,0.0,20231,0.0,2024-02-19
A11.2018.11362,2000-06-24,2.74,147,0.0,20231,0.0,2024-02-19
A11.2018.11349,1999-05-03,3.19,144,0.0,20231,0.0,2024-02-19
A11.2018.11146,2000-08-23,3.42,144,0.0,20231,0.0,2024-02-19
A11.2017.10393,1999-01-05,3.14,144,0.0,20231,0.0,2024-02-19
A11.2017.10283,1999-09-02,2.9,144,0.0,20231,0.0,2024-02-19
A11.2017.10154,1999-01-10,2.91,146,0.0,20231,0.0,2024-02-19
A11.2019.11840,2001-04-12,3.23,147,0.0,20231,0.0,2024-02-19
A11.2018.11577,1999-11-10,3.09,144,0.0,20231,0.0,2024-02-19
A11.2020.13148,2001-05-29,3.76,144,0.0,20231,0.0,2024-02-19
A11.2020.13135,2001-12-30,3.24,144,0.0,20231,0.0,2024-02-19
A11.2020.13089,2002-12-06,3.92,144,0.0,20231,0.0,2024-02-19
